全国地方公共団体コード,Symbolアドレス,Symbol公開鍵,市区町村名
062111,NALRKZ2C6DSI4NKRKHB7ZTRSHLCCXJKD53FTX2I,DE9DDF6B035BE71DE18F0D213C829357051A2D113381D948C75F638F8101C205,山形県東根市
062120,NBCYVZTTTUFERA7R67CGWS6OSHDMSSQCSGOOW6Y,DCC1732564745369A9BB6CF17F991954E2D8620032DC609C8854D70EE95AA593,山形県尾花沢市
062138,NAZFZKMLU5Z5GORRZSOXX76223UBZXGYKHUBNAA,485D30D436B64B9F2E73D370C40AF089D80F76302CAEA4D97B56EF79D15DB5E8,山形県南陽市
063011,NCECO745SFPKUXBGHTAW2IGM7OW5GEDBCDAC7TQ,7A19EBC0D1AF5916DC121A38CA035E74E5E12E3C359C87F32DE247B198C30CD5,山形県東村山郡山辺町
063029,NBJRR5CUVJIVWRIR6ULBSBLODZNGYRHDAD2OGDA,EF50D68C94315760B347E398F814503DD319A2D137575C8BB7A995B4CD68AB65,山形県東村山郡中山町
063215,NCAPXRYGNSMWBMRMJRBZ7NWC26GMXLFGMU5TEXQ,5B8B1846922B76FEC4735E8746C3B2E2D571878B5A10E8F18D0A90D95934369A,山形県西村山郡河北町
063223,NBFSOKSI7DKFBG2ZQ3PVCFLKTWZ5Y3UEY6DZJ7I,809DF104FF08492F822D6A30C72D7D176DAE881DCA2B9DF4AAF4577CD500D5F6,山形県西村山郡西川町
063231,NDRDW4O5GYKIPYABCYXET23UDB4O7V4NMHFEJGQ,55D7BC41D759C4EF51C07FB10E3F749EC397F95F039248F3E37B48AF396E4FB2,山形県西村山郡朝日町
063240,NC3W6AACUAKLI5PRBJOZK2USSQT6LC7YBVVYSQA,D111764822BF1CA4E012C7587A0FEB917A1494E173348028A72F028D35178EBA,山形県西村山郡大江町
063410,NDPXF2SKLDNO6XDWPISWDLVETG4W7QVXV23Z6LQ,A2B5B50A6873F7BE85468A449C262EA8F81962DFE347957EE2B6D490C79D5769,山形県北村山郡大石田町
063614,NCE2QVP6SI7POCZI247VZLURWCEG4Y3BSUQQ7TA,F791738C3FCF5085F28CD294246B2A42A7533AD322E2A2BD174269074B579B05,山形県最上郡金山町
063622,NCNX3VZXX727XVXROTCCVBU6JJJTL2ILQE4WXII,5A2D3ABCBBDA980A48F2420A4523F889F9D8F32BD847E265D860538FF968B588,山形県最上郡最上町
063631,NARXZ7WU33M6P7LGLHZKUHE7GLHTUEMYQUTITJI,3A461269249B2A587178050696A84457EE809DB644CEB35E3D1707073F5CD4DD,山形県最上郡舟形町
063649,NC2WFEIOYKTMX7M3V7CGRDUSDXCX5ILJRTQSXNI,C0281DC1043BD4E2551F535968195551E16DE450B8BB152654AEB45E9B22A774,山形県最上郡真室川町
063657,NA3ZQIARY7OGBQLAJDEHMVJY2RU74BHNAS5PSAI,B3310FBD90AF65B868F45BE40C1B562E223D75994EC41D0E3635E849DDF0AA78,山形県最上郡大蔵村
063665,NCYW7NULXBLONYXCPYSVLZQPW5N7FKJPF4PYSVA,6065A5CBE5F2F24AAE846E1FF4633D1129F30FCF69D0683DE12E30B2B27D25D5,山形県最上郡鮭川村
063673,NDQS7EXPJAOP3DCL434YFHS33DDXMHY77QS2OVQ,8A7A97B012B3EEE875623043226B6D77600C8F3167BF3259F1B6CAFCC837D975,山形県最上郡戸沢村
063819,NCL6ZMPZCH7NQTO5WZCCFZCVUGSJQ4CZEVPD7NY,9BE685EB4FB4448810734423AC469CAEBE149587423E3E7B4F8656C480233789,山形県東置賜郡高畠町
063827,NDUYEJVGOPE5HACQ75QESBHF67ETA5IWPOZ4M7Y,EECFF216BABB7FB0A4B5AAC0E1C655A4572A5A8571101C1457DDDC5016696AF7,山形県東置賜郡川西町
064017,NDT5OIB5FHCXKS2OQPESIFSQYUUATSC7OMZQDQY,CA4988CC78D02431C3D7CEE784B85A1E66E0C70014726E1E7085AE32C43A101A,山形県西置賜郡小国町
064025,NB6JAGW4P7S7UKXGCVINOFQPU64GDKW7YE5N2EQ,6DA880F4D744A28C272DC6345244ED42FC6E9206456BF78F9B7A274FC501E45E,山形県西置賜郡白鷹町
064033,NDBGRCDAWOA56XTDTV524UXU4I3LRRXVTTHNDQQ,17FC0E1E11658DECA8233A02A9FE6685930F32ED3256F3023B813B1CE2EEFE37,山形県西置賜郡飯豊町
064262,NB5CBJRDI2MTZEZKYBC364SGJ6ILCLD5LGWUPFI,BC6D5D88E2656F09C2881D376AC5C6F07251D67E357335AE7E4371C6FBACD754,山形県東田川郡三川町
064289,NBKJUHJWIUAIKZYWOAJNW2AP7KWCG5ZGI6ZTFWA,281EF7A5953F60030AC840629E510852001F5C42A41CB7B448A696455059EF63,山形県東田川郡庄内町
064611,NDAR5VM4HHZZ56TILYNBG2JGFSB35BD2OHSKZ3I,3DAE242C99FBE4117837FD7CC7AAF3FF2EAB9AABED47AF5317136268EE8BB15C,山形県飽海郡遊佐町
072010,NB6EA2KNGEDMORTVQOQDRBZGR2EI4RK5K7QZXYY,985F470A8DA500C9B4E92C64D0ADB02778366834B643D3E470C17D58C787223E,福島県福島市
072028,NCQCD2KQLPY5XNGBWPHXU4W5M7DH46U3FNUBKTI,B91D92E9FB74D079FF20A6697F43FB9633B0FA1A028D9B453B3BFA802F15BA59,福島県会津若松市
072036,NCMGI3AOOO4ZPNF4QL4CDI6ETKBC5M226WKMXXY,06B337108A41AF43E1AE417F6FA4B8233D3F8C0B737FA714CC929636F4405A5E,福島県郡山市
072044,NCWDOBRDZW5LEZGG2HCDEDJZDH5AUNYVP6M4IDA,E8052AD1A2CE086B7B3F8F1FAFBF017E268035F5FD9CC92BF72AD2A2768895E6,福島県いわき市
072052,NBE5MNACDIHSCS3GMWCSHO35SDRPLIYXN2PSZ7A,5DBFD6BFBC791F1F2DA9A0A9FF3578286A738F6C7E5F48F242F6F23805839501,福島県白河市
072079,NAATIPI4IEXSCYXHFCXSWDX5GW77C726ZKM2XLY,A4E1A6F086293308AF6A3416A156B875BC1C40ABC8AACBC532C0420FA854D0DF,福島県須賀川市
072087,NDOAQWU3OWREWS7YMQCMIUAPLGOG3OPXAETL2TY,66360C2263DCA7C9B9BB34F30FF7543D25D7B9F9A01A6D4C853763EE87DFAA0D,福島県喜多方市
072095,NAQD7VEZC5PYGROKIDBMUEPGDVFXFHLKKGHBWRA,27676A96AB7DBAF81B492130419D1A5CEDBD4B0D223B72AB66BA1AC43A753986,福島県相馬市
072109,NALXVXBH4ZLW2UZW7RYZ2JOVJXVS2IFQXPVKRHY,E64F1B1AD1CECCDF05A3C1BEB1A3598FF089B23EDFE76085C608F11CB25CAE5A,福島県二本松市
072117,NBMAVW3XRML2Y3V7DSLOC6EZBDA2ZTAXIA6WETI,7DD940E864A5EAFDDF4313CE85E7CB02660AD7E88793CFB47F8C31F2398E479E,福島県田村市
072125,NBHLH5BPDPQOO6SIDHQFNSU5O2TSP37OBY5FS2Y,8B9C6330471B219834D91CBD7713EEA2B6C864282AEA314806A2A43AE28F1768,福島県南相馬市
072133,NBRY47BLSRWARLX5LAVRFBDJ5VEDFQLWPTNOKXY,C275F85E4548659A07417C4CE95C1358B922847AB84F070A957D6C78FDF0F8AD,福島県伊達市
072141,NANRSNLF4E2PGK4OEVNY4NQ76ECP33EF27MIPMQ,133507CC05CE47363E83D943BE88ACDF55E122524CA5C80474FF56E25C669F7B,福島県本宮市
073016,NAXPXQXMFBEBKGCAFC3GV3KNRDMBSCZLFNEL3HY,71526B5845F00DA50913C87293FF652CF6143AC264F17FC9D4CCDDBD735CD946,福島県伊達郡桑折町
073032,NDF4JTCUCWILJMWOJEFPTXCRRJEY25UIRIBDDZA,E91D55CC1951B4E9ADD2B0CC16C558DB3D70237ED4DDC80A8F0357A9D219A39C,福島県伊達郡国見町
073083,ND7DIWOKRTJAVB6KS7VP3SX4FXHW6OMUPFLK32Q,2E1833AB1316759EF47DF4E2F8F4C6D7FE44DC3D6D6F857C35BC8F65CEAE59F5,福島県伊達郡川俣町
073229,ND2FTGDI5QLBUAZWS2424A5KK3TI724CZX4GGWA,FE9B93827D86D745D989764D2A44BD5A814C3563732BA62FBB92155919200884,福島県安達郡大玉村
073423,NAGOVSFAO5IFMICUC5W22TLSV33ILMMYWR35ZPQ,90B97468F8993D2706A7229D4FE5B78354D07D2C9CB20CB750D445510CB74137,福島県岩瀬郡鏡石町
073440,NDTCAU75SRHZTLJCUFE5W3ODRAWGMW7VJ6ZMM7Q,13C681D1B5B7AF0EAE878FEA750536476594F21BEDC88BF9929F7DB390CA02DC,福島県岩瀬郡天栄村
073628,NA5NMNWMLNE7M2REE2BPZYHNSUS7KSXQ2XKKM4I,99D3915B1AD813515B0BDDC4FED1FC033F036DA373599DEF53CDC87E0CA34DE3,福島県南会津郡下郷町
073644,NBSHQIMVHNVE34E3Y4AKTQLK3IYBUUNUH2RKCAQ,B1F2E2436FCC5BA9BCC71E2384E662CFE4EB174FD60F32F377A094E881000982,福島県南会津郡檜枝岐村
073679,NANEPOPYTUJRYTY5EJZFM6SYFOKXDBOKEUVBVGY,554C2078126D0C542D1E2B4D03B540ABD7E98D80D1CBFBE92E4281FC3D598D62,福島県南会津郡只見町
073687,NBF4XDZEUCBGDYDW3HJ7WNJBOHYXPKFZ25STZWI,577E09AF4CE993E76463104EED93B18DA1BEFA3BA20C397B961969848CEC7031,福島県南会津郡南会津町
074021,NAKDDTR5AOBKEQUS3TK5AHNGQCGAO6JVCM7JTIA,C12254ABBCEDB08A3BDCA03B4213D007D301073E291B883C52ED7F9AAC2E5CCA,福島県耶麻郡北塩原村
074055,NBGPGW6RQIE62GSYEKLEJXJAY7WHRFWKLWCVMEI,8DAB25BAF1031EDE6EAF4822E8902684599D83981E9CF9884EC2F2132D5D7823,福島県耶麻郡西会津町
074071,NBY23PN5IRNLQUQYJQOJNGSIRJG4DQUK7KLIH4I,4EA0D88CB8B18C789E8A467294EF5935BA0905C77819ED07D096E6C3753D3C8D,福島県耶麻郡磐梯町
074080,NCNTJSYQGOIOIBONP6DXKRON3QCX3X5FHFAV3KA,10BE5B2BF00A315A7C0502CB6B26CDA5D974323D01E70D10C6E50A8D7E5D4D2E,福島県耶麻郡猪苗代町
074217,NCJPMUI7DOAEMUINROKRZWGYSMUSIGEFQPTF3QA,7A749F99EDB3208602925527F14E773CDE9B1D101B63F1254FFF1A9E60AB478B,福島県河沼郡会津坂下町
074225,NCJGOLWJ2QP45GN4NT2P2UH343GYRHXVTN7JZRI,A806D3E43CECA13E8D6335A3F3FB6E644232C031BA54B83B8EEB66BE1B3932B2,福島県河沼郡湯川村
074233,NAMTXGDJXWANIKN5IHZX65C4SCPKVZVVTLWF3SA,AA3EB628A7D17F45B581A02E02301413CF3D52528C61A9B6995B974012076CF0,福島県河沼郡柳津町
074446,NBELXU256V25422EOVIDDAW53VLSJYCNCMPV6FQ,C5AA56B9E38541614C89D4CCAA8AA1A684D051519394D0E6ED5A937F0513E548,福島県大沼郡三島町
074454,NAW4LFZ76SDJHGENQPEW5N7EHLJMYASSVF7YWTA,6995E7D94E2C4BAD7835C718286DFCA0C38F86EBC79175760E5580048DE97DEA,福島県大沼郡金山町
074462,NCEP6P3QL57L5HJJXV2Y7JWIYY7LAE3WBIESMOA,03F864E22D2A04C6E4154310610F32DD78B686E640DFB7AAF23ED2CD53018300,福島県大沼郡昭和村
074471,NBAYHL66UV2JNB2AKEIZFQQ3A6MBCNZV4QRQISA,57452D5FD67338295B912F67DE483D2224A2D9DF1CC67345837E0305E56445F4,福島県大沼郡会津美里町
074616,NDBYQTWYV26O4J54UFN2SGBIM4UIXTHHK7WQLKQ,9DAA199BC3056EA2A00A240068D2A2F2DA0DFF7A9D5E53CDA2614851CE7D542D,福島県西白河郡西郷村
074641,NC3V4X4J3QDDPANNOIURS5MZRV32724PAMWRJ7A,DC6DA820A91277E7D6CADD9EB90FBD48CF9EE82219D728648BAEFAC49C2A2E2D,福島県西白河郡泉崎村
074659,NDV2XXFLNM2LL34TVDQSOW7QJFYIBPMQSS7YOYI,6BBB9224D4A3E9EEEE955C3DE5F921FF58C2D9E994FEBEEC1ECA4D5BD0ED79A0,福島県西白河郡中島村
074667,NCZBSLB7ELUJIKOGN3WD6E63DAKYIF5ESC2V7YI,D88AA24117F24C714E4E35191586DEA7D89AABCA82AFE46817A32D6D6D34F388,福島県西白河郡矢吹町
074811,NCWAN2OGJB4W5Y6OXT7FEQ4GOBE2R6HIGEI34WI,F315314C0A640CD07A4BF483046806560F0C55A6039025F8BDD1820FD9227327,福島県東白川郡棚倉町
074829,NBHSALDYVHCDLIPAOJY7XK236NJDYHZEB7JRAEY,36C9C4CB2386213C1309355E175B8FFF6A781959F3F00FDE6E1E886F5CD63C60,福島県東白川郡矢祭町
074837,NBYJR7IPK4VOJX7XXT6PQZ7RMSM4XV5EJXPZMVY,A658144624ED6A4CB96CC20D24271407068A206A9D10786655D6030C999CDC74,福島県東白川郡塙町
074845,NCBYADHIRBU3GA5GWFFDACGWXKGPFDA3LMWKXQY,E3B8D522DF23AAB618AD421EEAE3B8D99C6BB199762F7718660587490D4CBCBD,福島県東白川郡鮫川村
075019,NC7ZFLFXYXXLPPSNM6NM45MPQTKZYXGLQTQ2N7I,1F59955FC91AD5C8040E1A96A8A86D5A94CAE9C8DF52AC08A7C99159BD82E9C3,福島県石川郡石川町
075027,NDQ3E2SLDOBFK4GVU7IX2ZRE2LLCNDARSJPF5JY,292B473BA89751203E57CAD0574025F1FDEA6027FAEB4F29E624ADB98DD19440,福島県石川郡玉川村
075035,NAVSMKBBAU2BFRQ3NAEQH27Z7SYEETAVD4E6HPA,843C06DDF6AB1D9FFE9D310F2E70F949479BDD6FDB33122EA44E4AC7706A0296,福島県石川郡平田村
075043,NBOVAHVNYPOPDGZ53J4IN67NZDSWLWOCUL77L2Y,5AEC282319649A4E4990D8A094BD170F17F7A22EB60BA37670988AF585D653C4,福島県石川郡浅川町
075051,NCTTXV3EINTKTDWJNEF4YCK2FC2D3ENHKUGTWXI,C7B0D6FD61F7ACCED6C76BE9A9760D2AD57B4E75980F13BF0A4BF6A860A84344,福島県石川郡古殿町
075213,NBMP4NZHPZMX6FU7KDTQTPATVVPGZIRU273CZTY,876466C30D2D748D64882766EE428C01FAD3841307EADA2DF08FC8C04CB7EC51,福島県田村郡三春町
075221,NDPQMMQA5ETNZXUDZL2MQ4VBS4NKA433NCNATDQ,3002662A6367239A00891107B072E212536544616BA8C7B8BD129827B859E511,福島県田村郡小野町
075418,NBLIE67YNVRKGZTK4SF5XTFFT5W266GYZRK4PBQ,58DE8DE6B7177CB169D2BC9F9AD857B8D353B871456BF8E76C9C935DACB42BB2,福島県双葉郡広野町
075426,NBQ6ZWQY4ZTSFUE45V5LZDJJMGNKU4BN5MOP3QI,9D1C27BC7BB707E84CBB7A9EDA3E957415412ECCD22839CB443914C0746A4D13,福島県双葉郡楢葉町
075434,NANWHML2QQ7YNPLGZE6WV2UGV3X2ZPAL3AN377Y,5964B77D6FB0A605B72BBF2F2CD62F4A96609170C15C150AC82BF96E2289682D,福島県双葉郡富岡町
075442,NCFH2FEQLNAF45BILWP7BS6YR7PETFI2ZCHU6FA,78C70B9869BF5D5D7BBD6058D03E4E0A161D9C6A27698493C3087C0E73FBD22E,福島県双葉郡川内村
075451,NCUTYQDLGKZFDXZC2GXNESQ2RNENNDI7GKRL7AQ,CE16BC94B13B80A7B0EE758B4E897BD1A001E2384BD174D853B04D4EC7263365,福島県双葉郡大熊町
075469,NBKXWAYLDAHL7N4VQL7YIT4OKRERY55FJEBXUXA,509F80191AC2B4485D9807D58553D9748E976D46F21468FAE7270444A5BA0CD0,福島県双葉郡双葉町
075477,NBPUKVYGI63Y4XJWHN6ZYORRCS4ZTDO6FQUJBQI,2291D91B24FD8A24B833470E64C997F5D2CB469B9E3A81C232FA0557C290619B,福島県双葉郡浪江町
075485,NA2ZRSMUZGYOXGCCRX2PI63QEPOQFQ32RNFCOEY,E05EF1DFB553ECC4C68B2677D5E2838BA20B454027D61DB8125A8A498DDAAA14,福島県双葉郡葛尾村
075612,NC5N5IZKA3X7JTE4RLSV62GIOSACW3PY27XTCFQ,C1B8625CB12FD3CEF60848EC89E024427942E9A95C3936F7EF6A143A57061424,福島県相馬郡新地町
075647,NDKWZQRPQC5QTSKN4LPJGVCLQ5XCWHNCGAB6EHI,418B122C52B7E712D42118AF0FB921B26C3ADDD8FF03715E96FCBDB5FA8E34CA,福島県相馬郡飯舘村
082015,NBPQCIT7M73IANESNBWX5L6EQAVJK3RZP6TPO4Q,F40D7F90F0562871E052B8DDB3BA0A6F58F3BF6CAAD3BBDD22B5B6250871B2BA,茨城県水戸市
082023,NACBTDUG5FBGGK64FKSPLPX6PB3ZKAMR4ZV6WGY,B0B616AFEEB57186D289C2626C4CECCAC8B77B8D403326FF42A8FAF33E3D958B,茨城県日立市
082031,NCHNM75UNIWSJSLIMCBFQAXQDQE34WQQ5PFI5SI,D1FFB77C699FFDD496110F74C7924613E21E026147807BDCB6E66E6D623565F2,茨城県土浦市
082040,NDXIBX2RYOAGVR3QAZO7LTH7PTN5RZHY4KUOGFA,8447B09B257C7611D4A6DEFFB79B3FFB4BD56D1B163DBF7A9AE9F08D035D7F20,茨城県古河市
082058,NBASGK56UFTTVOPIEQFB3XT36HMFOURT4MCUPJQ,9890A457F756C6CF46C3B302E8B3CB98C0625264E9417AC7D8E5D18F638A5313,茨城県石岡市
082074,NAVSN3WITKYHFR4PIZFTOK4WDPPYAB6X2UQN6GQ,FDE5914887C858416D98BE8C93FAE8E94DEB21120691D42B59985389C5F51A62,茨城県結城市
082082,NDCG4MDVGS3VWIDTBSW2F64YNLV5NBNATYEFQKY,9E9A0D37398D025B9435533E722B6CE6C22CAAF91019A0E6C33BCDFFD4677E8F,茨城県龍ケ崎市
082104,NBSZQ3MMER3FFC53KQ6Y23A2CVJ36J5RZVLEV6A,738E07C0EF5438135E476A1DA1235440CA6E4C223124D93C2482489386FF2A59,茨城県下妻市
082112,NBPGX3CQNHYR5CNUAQK4YDRSMCDPTEWNYCD3UHQ,628B1E66C17A9BE919DA5FAF33F6DCBD20A4524921BAFE5670F3F7AA66022E40,茨城県常総市
082121,NA65RM2T7TWRCBER72TRONE24NTPLNA5DPJDN7Q,AAC4FDFCE8ADD51988E6F6CE5B2263EB2FC5E05DBFE07F51059C255F53853AF5,茨城県常陸太田市
082147,NBBVHX6Q664XNKIRBTWNZZEV2V7QAYPCUQ36BNQ,9BBC93DBD9115FC58CEB200993E63F5802AA0D98A8B9CE1799ED9399B9E58A58,茨城県高萩市
082155,NDJFTHUP5H53JIKP3UCSL6BF7AULUFXCH5N4RRY,355E044E71A086090C578913413B39A02D69C0F59766309626EE6C363D6E95E2,茨城県北茨城市
082163,NAVL24GK55GNLV7GDCAG4CMSQAUDMAQLIXBNXUY,0AD59A9A3BA2B9E339678C20EBC15E6CC24E82E68D233BA3BA7453394166ACB6,茨城県笠間市
082171,NCM76CX5Q7QWB322IT5RHVM7TNS66ABNWCUDJ6Y,20E79FA113CB381A3A1B7E4577407CCD61464F6ED33B5D47152D78FB7E49E829,茨城県取手市
082198,NA3KVWOCUCWMUFUYE4TQGRNMRL6626SRXHIVXGY,E538492F31F0BE428C00D433AB35EFC6A3ED162623C9D3126D21F1AEA4A55556,茨城県牛久市
082201,NBMICTTB74G4EPERAVUXUZHXCCJSQRR43YMMYLY,4A3F1AA1E3602AFDA28F6F6CF9AC07574BAE501C4AF7A332908EA4F760BAB556,茨城県つくば市
082210,NCEPMM3PDO4CRLK5CDCMFPVD2YUM5RFK4KULGBY,0CABF6B26B487C6C777A290B898E70DB1DD59B6F24C7B02CFBD80D724B76405A,茨城県ひたちなか市
082228,NDX47U6BSEI7UVCLFGY5NAKN6LHN7HZPLX4USEQ,1EDE886B2C40155DE6FC25976A5369D923BA438D896011460D12467F30596013,茨城県鹿嶋市
082236,NADBGTTKERFOD2KPMJOY6DALSK72HOMC6YW5XJI,D0F47B3B00F0EBD3B544C53D924B7C339921871261FF393EC9C9E2A485C728BF,茨城県潮来市
082244,NAASWLNUPZ57AX63DVW7D3UM3BWZ6XUG4YN2XZY,3A459BFD038B0D21601D7574CD258A015BBBDED6C8373CD39169054277B57C1C,茨城県守谷市
082252,ND4ICBPKGFHZF65OH75BA6ZX7FU76YUQU2UEYSQ,645FC0ADF9C88809EBEEF04A4B800B04735844BABF1EEDA9CAB16BE0E2474A93,茨城県常陸大宮市
082261,NDOWAAJFWISUBLLUCMBBF4QQCIS2ZMA2XAVX7YI,B6F1955164F4E34841F5B73F9F14F0BE3D36BA60215CA02CCA6075CF9BBEFBBC,茨城県那珂市
082279,NDDZ4IQNJKWFPWWERFGGNZOGXU2OSUCQOS2OVBY,553A241F3224ED30482F5624DC18789BAAAC29C657A0681948A2A78CA0390A59,茨城県筑西市
082287,NCQ4AZDOVGEGXNTRQQOLLNJ6JSVWS6S3PRUV4WQ,53867BE2B50D2C9C902C6551AD675CC8121FB3C78125321A5E417C29BBA4057C,茨城県坂東市
082295,NCFMJCVOCB475IWIV7CUHLKV2CIKRIJG3CVXKUI,50F96BF697FD8C4579DF339CC203D0211CC756ABE0779CB084493F98F1FC2F37,茨城県稲敷市
082309,NBUZTV2L37LRRVCRW2OJSKJDJCQ7XNS7AHQTAHQ,19C5B44F57AA9699ABB7EE307EAE62BDE1D4B98341890706AAB180E766148AA3,茨城県かすみがうら市
082317,NDZZ4M5DBZSHLEVH7VURE7SCUHZRXRMCF2SBYDY,5099E8149544FAC87B2F9F889607BADDF9BE978E50364C37FC3A877057A7F2C4,茨城県桜川市
082325,NCJOS577H2SNRBWTMKSNMEZFXQYNLHBLBOXLP7A,41773A5B0DDA56BAA72BF40CCB800C51E585D8BEE423CC40E01B52754D1A67F1,茨城県神栖市
082333,NCTDLXXAQOAFCDUZRDCLHRYP4F6P77XPDHQCQFI,15DB6A6BBA052805ED706CBB164275E2951FD57E8FC38EDA68CB538D365497BD,茨城県行方市
082341,NDEVLP3CQIYU3F6NNJAN5GEMVBQIYE33FTON3VA,4B0D88FD128522046835CF94CF5795E1F05EB481DB79C8B286FE868BFE73EBA5,茨城県鉾田市
082350,NBILBGGE3HELATVEPM2CO3CTG35HVH4J2O3PRKA,2054BCD494D9DFDF825AB9C93A966620B86DCEE6B4204E4F3D7DF912799E4953,茨城県つくばみらい市
082368,NDNOOYJGRRF3YXBWGCC4W6VXOWNACLLCVOCPODQ,931A726D250FB121DE0109B6E1671746EC659E7EA2D16230D97DA4B71D10FFFD,茨城県小美玉市
083020,NB3XBZU3NXHQXNTERVQJZBF2S5WOF4BIJBJRTIA,EECE54338D5DAB02BC33C4FD31A345C021EC608220ABF9AC899EA9E5D1BF7F50,茨城県東茨城郡茨城町
083097,NDF7IQTKDY7L2WXDCBFPPLXIANKIBZ2Z6DEEWLQ,0EAF6EBE3649524A9E1F607F4F2E9CE7A10F1E6FD66F8314033F3972E20927C6,茨城県東茨城郡大洗町
083101,NDD2TMBUMRVOXCFSMCZG3VVIEXNIZRQMOJ445UY,B49DE80022243E96125152645EF76E06FA9150BCFE53C80A4C6CCB8A2EE1551E,茨城県東茨城郡城里町
083411,NBR4X2EHXU6OTITQUUF366RED3XHBXGUOSC2FCA,3EE1913321AC9CB49878C9F76A4821C642F45C5FD2A4CF6A9428C345D816D8F2,茨城県那珂郡東海村
083640,NBLDEWPSUACYG6EKMD4YRJDDYZ2LZURAGZE4MFQ,4011A5416AB5D9095E44DB762110601A7540471DF2F87C3547106999824331DC,茨城県久慈郡大子町
084425,NBI2D4OL6VUZKNMP2FJWCYN2USTJ4SNYD4I7TQA,E37E5F2AA639EA16B5F61E00EBE3E29AA4152CBEE8161D0A0D5564CF75E5EE2F,茨城県稲敷郡美浦村
084433,NCTGO6AXNK3IDIK2FOKXG7UQ62HVCOCSJ2WNUWY,0D535EA54852650C71BD7378D9DDA0A9516FB3ACB498E3A08234FBE29ACF4E91,茨城県稲敷郡阿見町
084476,NDPYU4GHMLR3Y65NZ574UMF373RCS24LW7OTY2I,B15D3DA87ECE5569C8656780DDB7D0DD8A5EA89AA749C377770E12BF28958D2A,茨城県稲敷郡河内町
085219,NB5AFEJZF6AWVIV7U2ZDML7GQQSLWLAAGJ2YLHY,0498EE34AC59A3B480631DE068DF2665F4ABE65E081107004103BBA4693462F3,茨城県結城郡八千代町
085421,NBJBTOUGYSNMSNRRPLJFD6Y75U3YE6UVL6BN5PA,2E4AA86D1DCE4D9BB250957E1447DA028F5DC1E81DDF8495E327CDCD6B411043,茨城県猿島郡五霞町
085464,NAYOIDRHAPNQ2TFOCYB6HGOUAAPTBFFJ7IK6WYQ,F540ACB1976933DECBD1BCA68FE7AA884ED33C0601A490AD6271A6DB7AD6F645,茨城県猿島郡境町
085642,NB3VBE7Q6CWGXE2GX7ORJ2RZD2YD57X4J5YU3WQ,E1C470169F515BD5F6020764210F52367CFAFAF7D16D27042F5F9D2669762AA4,茨城県北相馬郡利根町
092011,NBBENMPNV3YTBWYI7FKXU53HXDM26QDA3AN5BKQ,3218E1666BAE75828EE7702F588633349FB7231929F1D438C439B38E687753CE,栃木県宇都宮市
092029,NB2WFP2FTYHEHIKX5XT4CKST4ANIGRCH22JEAGA,CB77720944A639EC6A756C485EC98C8CA62969EF37A9AAACBD77133733ED62D1,栃木県足利市
092037,NCLSR5ZXBCAKDGYMUE5YSPT6GOPJRKM2M3FN2FQ,E4A3287E4CC200336E89E4CF71C7EFA2C283EC7A96C38BDD1F5053472137F806,栃木県栃木市
092045,NBMHATRXANAZBCJOCQ2WIKWUKNUWCAL3DLH2TKI,6CF713C4A408A303CC83C4CEA70886DE187DEE496B3CBAD58A95AD678EC157D3,栃木県佐野市
092053,NCRLOL6GQRUHMVEYC36AZHPPCSSJYFCVHLEL2FQ,00710FE2F4F8A09278FC500A7E46440EC1DFF4DFAF43A863246BA0D61D0EFC68,栃木県鹿沼市
092061,NAWFVR2UZERJHNYUT5J6MYDNWM626H74CSLAJPQ,D3E4610127E0FBD8274018DE9E116B8E574B0FA50B5C5990EBBF174A00169EA7,栃木県日光市
092088,NCRX45AY42DFMTUF7NCO3H4PIMIFYUAF7MLVY4Y,3B4EF61782C96FC63ACDD32FEC987F0C2E346FEE49A8A787A405CB9710A7E1A1,栃木県小山市
092096,NCMLTEDAOFCHEUT2XQIPVO5ARA4H72JMHXR3PWQ,638F24C99044AEA5554A786546E09A0714D84DE804C5A611546AA11E5133A8C1,栃木県真岡市
092100,NBVFXJZHGEUFIGV4ZIZ4X7KGLQVSB3OLCXNVP2Q,D39BD791C3617F4B6686EE72B6B3F0BA4664A7A2FE4D9C83761842D5FCF94E4B,栃木県大田原市
092118,NCQHFK7GEZIYYHSI6DSWJECOHOWHM4VWCWKQB3Q,101FF16236DB2437AAA0E8DD55E3DFDA95A4AEA280C4A9D333ECA5B0EE995C03,栃木県矢板市
092134,NA32OXCJDCGT7RRVA4RGPJKAIC7C5GZD3DC6O7A,C6DBC5FA82ABEC79EDBB976983C426E484F381AA8A619C0563DA014A3C0E38CF,栃木県那須塩原市
092142,NBBIIKNVIMEPWT4O6AEFGTDR2O5A3QC2LQWYDYA,7B915BFE3C8A8492D187EDDB47A3140E09994DCFA4BA3103DD386A8B3BEB18AE,栃木県さくら市
092151,NBOZNJPTMUBCOUDWEJKREN7F2XCGD7STUFTHOZY,B0D32ADA0D982A20E564D75D34B2DADFAA673954689B81693D5070CBD7610D84,栃木県那須烏山市
092169,NACO7IBC5VUQELGPW53ZDRGFXODBXQVF7COBNSA,68A5F937EE51B0F10D44DFF6C75A0B128675C084D92A57B9B3851370A3B284BA,栃木県下野市
